Nr;Text_vorher;UNG.NOM;Text_danach;Dateiname;Textsorte;Periode;Sprachraum;Jahr;Jahrzehnt;Titelstichwort;Erstglied;Lemma;Adj;mit_adj_Mod;Det;als_praep_Kompl;Praeposition;Material_zwischen_Prep_und_Nom;NOM_V;FVG;Genitiv;Zweitglied;Numerus;Simplexbasis;Fremdwortbasis;ig;Hapax_Legomenon;Anmerkungen;Majuskel;ierung;Kompositum;Praefix;Anzahl_Praefixe;Praefix_Kombi;Basisverb;Basisverb_alternativ;PREP_DET_NOM;Syntagma
7378;cht jene geringe Ereignisse unter der goettlichen ;Regierung;, so wuerde auch viel grosses und wichtiges sich e;SERM_P3_WMD_1780_FeuersbrunstRAW.txt;SERM;P3;WMD;1780;1785;FeuersbrunstRAW.txt;NA;Regierung;gˆttlich;JA;b;NEIN;unter;NA;NA;NA;KEIN;NA;SG;NA;JA;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;regieren;NA;JA;NEIN
7379;en nicht, wie wir aus unserm Text sehen, da√ü die ;Ermordnung; jener Galilaeer, und der Einsturz jenes Thurms, d;SERM_P3_WMD_1780_FeuersbrunstRAW.txt;SERM;P3;WMD;1780;1785;FeuersbrunstRAW.txt;NA;Ermordnung;NA;NEIN;b;NEIN;NA;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;ermorden;ermordnen;NEIN;NEIN
7380;n verzehret hat. Hatten sich die Juden durch alle ;Ermahnungen; der Propheten, die Juden durch alle Ermahnungen d;SERM_P3_WMD_1780_FeuersbrunstRAW.txt;SERM;P3;WMD;1780;1785;FeuersbrunstRAW.txt;NA;Ermahnung;NA;NEIN;s;NEIN;durch;NA;NA;NA;postnom;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;ermahnen;NA;NEIN;NEIN
7381;e Ermahnungen der Propheten, die Juden durch alle ;Ermahnungen; der Propheten, die ihnen GOtt gesendet hatte, auf;SERM_P3_WMD_1780_FeuersbrunstRAW.txt;SERM;P3;WMD;1780;1785;FeuersbrunstRAW.txt;NA;Ermahnung;NA;NEIN;s;NEIN;durch;NA;NA;NA;postnom;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;ermahnen;NA;NEIN;NEIN
7382;dem Schlafe ihrer Sicherheit auf. Hatten sie ihre ;Wohnungen; durch so viele Suenden entheiligt, die sie darinn;SERM_P3_WMD_1780_FeuersbrunstRAW.txt;SERM;P3;WMD;1780;1785;FeuersbrunstRAW.txt;NA;Wohnung;NA;NEIN;s;NEIN;NA;NA;NA;NA;prenom;NA;PL;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;wohnen;NA;NEIN;NEIN
7383;uen gesetzt, vieles davon mit Ungerechtigkeit und ;Bedrueckung; anderer gewonnen, und vieles durch Ueppigkeit und;SERM_P3_WMD_1780_FeuersbrunstRAW.txt;SERM;P3;WMD;1780;1785;FeuersbrunstRAW.txt;NA;Bedr¸ckung;NA;NEIN;KEIN;NEIN;mit;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;bedruecken;NA;NEIN;NEIN
7384;e mit eingeflochten werden, zumalen da sie selbst ;Zuechtigung;" und Laeuterung noch noethig haben; er staerckt si";SERM_P3_WMD_1780_FeuersbrunstRAW.txt;SERM;P3;WMD;1780;1785;FeuersbrunstRAW.txt;NA;Z¸chtigung;NA;NEIN;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;JA;NEIN;NA;JA;NO;NA;NA;NA;NA;zuechtigen;NA;NEIN;NEIN
7385;ten werden, zumalen da sie selbst Zuechtigung und ;Laeuterung;" noch noethig haben; er staerckt sie denn aber auc";SERM_P3_WMD_1780_FeuersbrunstRAW.txt;SERM;P3;WMD;1780;1785;FeuersbrunstRAW.txt;NA;L‰uterung;NA;NEIN;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;JA;NA;NA;NA;laeutern;NA;NEIN;JA
7386;ichte bey ihnen besonders viel Gutes zur Ehre und ;Verherrlichung; gestiftet wird, so wird ihnen auch alles, was sie;SERM_P3_WMD_1780_FeuersbrunstRAW.txt;SERM;P3;WMD;1780;1785;FeuersbrunstRAW.txt;NA;Verherrlichung;NA;NEIN;b;NEIN;zu;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verherrlichen;NA;NEIN;NEIN
7387;eigt, daﬂ die Sparsamkeit in einer gewissenhaften ;Anwendung; unsers zeitlichen Vermoegens, zu den Absichten, w;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Anwendung;gewissenhaft;JA;u;NEIN;NA;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;an;NA;NA;anwenden;NA;NEIN;NEIN
7388;eben, bestehe. Daﬂ sich solche besonders zeige in ;Vermeidung; aller Ausgaben, die uns zu Bestreitung nothwendig;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Vermeidung;NA;NEIN;KEIN;JA;in;KEIN;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;vermeiden;NA;NEIN;NEIN
7389;rs zeige in Vermeidung aller Ausgaben, die uns zu ;Bestreitung; nothwendiger Beduerfnisse hindern. Hier kann ich ;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Bestreitung;NA;NEIN;KEIN;NEIN;zu;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;bestreiten;NA;NEIN;NEIN
7390;fnisse hindern. Hier kann ich nun unmoeglich eine ;Erinnerung; und Warnung unterlassen, wozu mich die unter uns ;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Erinnerung;NA;NEIN;u;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;erinnern;NA;NEIN;NEIN
7391; Hier kann ich nun unmoeglich eine Erinnerung und ;Warnung; unterlassen, wozu mich die unter uns ausgebreitet;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Warnung;NA;NEIN;u;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;warnen;NA;NEIN;NEIN
7392;liche Folgen nach sich ziehen und eine allgemeine ;Verarmung; verursachen muﬂ, wenn diese Verblendung beym Land;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Verarmung;allgemein;JA;u;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;JA;NA;JA;NO;NA;ver;NA;NA;verarmen;NA;NEIN;NEIN
7393; allgemeine Verarmung verursachen muﬂ, wenn diese ;Verblendung; beym Landvolke fortdauert.       Niemand denke, d;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Verblendung;NA;NEIN;DEM;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verblenden;NA;NEIN;NEIN
7394; Schranken meines Amts gehe, wenn ich hier einige ;Anmerkungen; ueber den Miﬂbrauch des Lotto mache. -- Ist es di;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Anmerkung;NA;NEIN;s;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;an;NA;NA;anmerken;NA;NEIN;NEIN
7395;eber den Miﬂbrauch des Lotto mache. -- Ist es die ;Bestimmung; eines Lehrers, seinen Zuhoerern den Weg zu ihrer ;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Bestimmung;NA;NEIN;b;NEIN;NA;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;bestimmen;NA;NEIN;NEIN
7396;. Stehet euer irrdischer Zustand in einer genauen ;Verbindung; mit dem zukuenftigen, haben die irrdische Schicks;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Verbindung;genau;JA;u;NEIN;in;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verbinden;NA;NEIN;NEIN
7397;ﬂ auf ihre Gemueths-Ruhe, folglich auf die Seelen-;Fuehrung;" eines Lehrers; o! so kann er unmoeglich gleichgue";SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;F¸hrung;NA;NEIN;b;NEIN;auf;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;fuehren;NA;NEIN;NEIN
7399;heftige Leidenschaften, welche ihren Ursprung aus ;Verblendung; und Habsucht nehmen, wenn Furcht und fehlschlagen;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Verblendung;NA;NEIN;KEIN;NEIN;aus;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verblenden;NA;NEIN;NEIN
7400;d Habsucht nehmen, wenn Furcht und fehlschlagende ;Hoffnungen; das Herz mit Verdruﬂ und Miﬂvergnuegen anfuellt, ;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Hoffnung;fehlschlagend;JA;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;PL;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;hoffen;NA;NEIN;NEIN
7401;e beym Verlust, oder beym so seltenen Gewinn neue ;Nahrung; zu Fortsetzung ihrer Thorheit und Verblendung zu ;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Nahrung;neu;JA;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;naehren;nahren;NEIN;NEIN
7402;ust, oder beym so seltenen Gewinn neue Nahrung zu ;Fortsetzung; ihrer Thorheit und Verblendung zu erkaufen.      ;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Fortsetzung;NA;NEIN;KEIN;JA;zu;KEIN;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;fort;2;NA;fortsetzen;NA;NEIN;NEIN
7403;nn neue Nahrung zu Fortsetzung ihrer Thorheit und ;Verblendung; zu erkaufen.       Kann ein Menschen-Freund, kann;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Verblendung;NA;NEIN;s;NEIN;NA;NA;NA;NA;prenom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verblenden;NA;NEIN;NEIN
7404;reund, kann ein Lehrer, der euch die wohlthaetige ;Ermahnung; JEsu: Sammlet die uebrigen Brocken, eindringlich ;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Ermahnung;wohlt‰tig;JA;b;NEIN;NA;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;ermahnen;NA;NEIN;NEIN
7405;ath in Lotto-Zettul verwandelt, Geld geborgt, die ;Nahrung; geschwaecht, die Mittel eure Kinder zu erziehen u;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Nahrung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;naehren;nahren;NEIN;NEIN
7406;n oeffentlich Traumbuecher unterhaelt, worinn die ;Bedeutung; der abgeschmacktesten Vorstellungen und Bilder, d;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Bedeutung;NA;NEIN;b;NEIN;NA;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;bedeuten;NA;NEIN;NEIN
7407;haelt, worinn die Bedeutung der abgeschmacktesten ;Vorstellungen; und Bilder, die je ein verruecktes Gehirn hervorg;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Vorstellung;abgeschmackt;JA;b;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;vor;NA;NA;vorstellen;NA;NEIN;NEIN
7408;nter 100. 99. zu den schrecklichsten Fluechen und ;Verwuenschungen;, einem einzigen aber die Looﬂung zu Fortsetzung s;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Verw¸nschung;schrecklich;JA;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verwuenschen;NA;NEIN;NEIN
7409;chen und Verwuenschungen, einem einzigen aber die ;Looﬂung; zu Fortsetzung seiner Thorheit giebt?       Muﬂ i;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Losung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;JA;NA;NA;NA;losen;NA;NEIN;JA
7410;rwuenschungen, einem einzigen aber die Looﬂung zu ;Fortsetzung; seiner Thorheit giebt?       Muﬂ ich noch solche ;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Fortsetzung;NA;NEIN;KEIN;JA;zu;KEIN;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;fort;2;NA;fortsetzen;NA;NEIN;NEIN
7411; seiner Thorheit giebt?       Muﬂ ich noch solche ;Erscheinungen; von Aberglauben und Wahnsinn in meiner Gemeinde e;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Erscheinung;solche;JA;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;erscheinen;NA;NEIN;NEIN
7412;und Unerfahrne, so fruehzeitig zum Leichtsinn und ;Verschwendung; angefuehret werden, kennen lernen: Sollten wir un;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Verschwendung;NA;NEIN;b;NEIN;zu;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verschwenden;NA;NEIN;NEIN
7413;de nicht noch etwas schlimmers als Leichtsinn und ;Verschwendung; durchs Lotto lernten. Muﬂ nicht durch euer Beyspi;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Verschwendung;NA;NEIN;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verschwenden;NA;NEIN;NEIN
7414;iel als Unterthanen, den groesten Schaden, in den ;Gesinnungen; eurer Obrigkeit, gegen euch selbsten verursachet.;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Gesinnung;NA;NEIN;b;NEIN;in;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ge;NA;NA;gesinnen;NA;NEIN;NEIN
7415;hr nicht eure Vorgesetzte ganz natuerlich auf die ;Vermuthung; bringen, da solche eure Umstaende nicht in der Na;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Vermutung;NA;NEIN;b;NEIN;auf;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;vermuten;NA;NEIN;NEIN
7416;daﬂ ihr folglich keinen Erlaﬂ, keine Nachsicht in ;Abtragung; Fuerstl. Abgaben, warum ihr offentlich sollicitir;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Abtragung;NA;NEIN;KEIN;JA;in;KEIN;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ab;NA;NA;abtragen;NA;NEIN;NEIN
7418; und Nahrungs-Stand leidet ausnehmend, wenn diese ;Verblendung; fortdauert. Immer angefuellt mit gewinnsuechtigen;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Verblendung;NA;NEIN;DEM;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verblenden;NA;NEIN;NEIN
7419;mer angefuellt mit gewinnsuechtigen Wuenschen und ;Hofnungen; werden euch endlich eure Berufs-Geschaefte, die e;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Hoffnung;NA;NEIN;KEIN;NEIN;mit;NA;NA;NA;KEIN;NA;PL;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;hoffen;NA;NEIN;NEIN
7420;hen Zug auf einmal reich zu werden denkt. Der zur ;Erholung; des arbeitenden Landmanns so noethige Schlaf wird;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Erholung;NA;NEIN;b;NEIN;zu;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;erholen;NA;NEIN;NEIN
7421;was Paulus 1. Tim. 6, 9-10. so treffend von eurer ;Verblendung; geschrieben hat: Die da (ausser den Wegen ihres B;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Verblendung;NA;NEIN;s;NEIN;von;NA;NA;NA;prenom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verblenden;NA;NEIN;NEIN
7422; ihres Berufs) reich werden wollen, die fallen in ;Versuchung; und Stricke und viel schaedliche und thoerigte Lu;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Versuchung;NA;NEIN;KEIN;NEIN;in;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;versuchen;NA;NEIN;NEIN
7423;lle zuzubereiten: Ich setze kein Wort zu weiterer ;Anwendung;" dieses Spruchs hinzu, denn er ist zu deutlich; Be";SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Anwendung;weiter;JA;KEIN;JA;zu;KEIN;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;an;NA;NA;anwenden;NA;NEIN;NEIN
7424;n diesem Spiegel lernt, wer ihr seyd und was eure ;Verblendung; fuer schaedliche Folgen nach sich ziehen muﬂ.    ;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Verblendung;NA;NEIN;s;NEIN;NA;NA;NA;NA;prenom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verblenden;NA;NEIN;NEIN
7425;ket, was aus eurer ganzen Religion und der Seelen-;Bearbeitung;, die ich bey euch besorgen soll, werden muﬂ. Ihr ;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Bearbeitung;NA;NEIN;b;NEIN;aus;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;bearbeiten;NA;NEIN;NEIN
7426;ndruecken. Ach ihr lebt, durch eitle Wuensche und ;Hoffnungen; blos in der Zukunft, und euer Leben geht fuer das;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Hoffnung;NA;NEIN;KEIN;NEIN;durch;NA;NA;NA;KEIN;NA;PL;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;hoffen;NA;NEIN;NEIN
7427;us welchem eure Flueche und Aergernisse oder neue ;Bezauberung; zu Fortsetzung eurer Thorheit gezogen werden. Ich;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Bezauberung;neu;JA;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;bezaubern;NA;NEIN;NEIN
7428; Flueche und Aergernisse oder neue Bezauberung zu ;Fortsetzung; eurer Thorheit gezogen werden. Ich mueste Wunder ;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Fortsetzung;NA;NEIN;KEIN;JA;zu;KEIN;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;fort;2;NA;fortsetzen;NA;NEIN;NEIN
7429;iﬂheit nicht) wenn ihr bey einer solchen Gemueths-;Fassung; aus meiner Predigt erbauet werden solltet. Vergeb;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Fassung;solch;JA;u;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;fassen;NA;NEIN;NEIN
7430;n, wenn ihr nicht himmlische Wuensche, himmlische ;Gesinnungen; und Herzen, welche fuer die Eindruecke der Religi;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Gesinnung;himmlisch;JA;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ge;NA;NA;gesinnen;NA;NEIN;NEIN
7431;bey vielen unter euch blose Vorurtheile, Wahn und ;Verblendung; die Anfuehrer sind, Thorheiten zu begehen, welche;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Verblendung;NA;NEIN;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verblenden;NA;NEIN;NEIN
7432;re Zufaelle, die nicht in ihrer Gewalt sind, fuer ;Wendungen; nehmen koennen. Hier ist ein Fall, der solches er;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Wendung;NA;NEIN;KEIN;NEIN;f¸r;NA;NA;NA;KEIN;NA;PL;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;wenden;NA;NEIN;NEIN
7433; die Reichen wuerden die Ausgaben, so oefters zur ;Verschwendung; suendlicher Ueppigkeit mit Speisen, Trank und Kle;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Verschwendung;NA;NEIN;b;NEIN;zu;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verschwenden;NA;NEIN;NEIN
7434;ung suendlicher Ueppigkeit mit Speisen, Trank und ;Kleidung; verwendet werden, in Lotto-Zettul verwandeln, und;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Kleidung;NA;NEIN;KEIN;NEIN;mit;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;JA;NA;NA;NA;kleiden;NA;NEIN;NEIN
7435;welches? das sie schon vorher eingesetzt, oder in ;Hoffnung; groesseren Gewinnstes, wieder nachher verlohren h;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Hoffnung;NA;NEIN;KEIN;NEIN;in;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;hoffen;NA;NEIN;NEIN
7436;innstes, wieder nachher verlohren haben, denn die ;Bezauberung; ist bekannt, welche die Spieler, so einmal gewonn;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Bezauberung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;bezaubern;NA;NEIN;NEIN
7437;ch um nach den verblendeten Schlacht-Opfer dieser ;Verblendung; nur in hiesigem Ort, und sehet, von wem ihr gewon;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Verblendung;NA;NEIN;DEM;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verblenden;NA;NEIN;NEIN
7438;augenscheinlich gemacht, dann ist eine allgemeine ;Begeisterung; da, jeder redet von 4. kr. Einsatz und dem grosse;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;LottoSuchtRAW.txt;NA;Begeisterung;allgemein;JA;u;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;begeistern;NA;NEIN;NEIN
